2026-04-08 15:19:31,702 | Agent: AGENT-DR01 | Status: SUCCESS | User record #1 padha
2026-04-29 18:45:40,320 | Agent: ADV-ATTACKER-01 | Status: UNAUTHORIZED | JWT token stolen from AGENT-AC01 via quantum decryption
2026-04-29 18:45:40,521 | Agent: ADV-ATTACKER-01 | Status: UNAUTHORIZED | JWT token stolen from AGENT-FA01 via quantum decryption
2026-04-29 18:45:40,829 | Agent: ADV-ATTACKER-01 | Status: UNAUTHORIZED | Using stolen token — accessing AGENT-DR01 resources
2026-04-29 18:45:40,930 | Agent: ADV-ATTACKER-01 | Status: UNAUTHORIZED | Using stolen token — accessing AGENT-AC01 resources
2026-04-29 18:45:41,031 | Agent: ADV-ATTACKER-01 | Status: UNAUTHORIZED | Using stolen token — accessing AGENT-FA01 resources
2026-04-29 18:45:41,134 | Agent: ZD-ATTACKER-01 | Status: UNAUTHORIZED | Zero-day found: Agent Auth Module — Buffer Overflow
2026-04-29 18:45:41,335 | Agent: ZD-ATTACKER-01 | Status: UNAUTHORIZED | Zero-day found: API Communication Layer — SQL Injection
2026-04-29 18:45:41,536 | Agent: ZD-ATTACKER-01 | Status: UNAUTHORIZED | Zero-day found: Token Validation System — Race Condition
2026-04-29 18:45:42,639 | Agent: ZD-ATTACKER-01 | Status: UNAUTHORIZED | Zero-day exploit crafted for agent authentication module
2026-04-29 18:45:42,732 | Agent: ZD-ATTACKER-01 | Status: UNAUTHORIZED | Zero-day executed — authentication bypass successful
2026-04-29 18:45:43,234 | Agent: SC-ATTACKER-01 | Status: UNAUTHORIZED | Supply chain: AGENT-DR01 successfully compromised
2026-04-29 18:45:43,235 | Agent: AGENT-DR01 | Status: UNAUTHORIZED | SUPPLY CHAIN ATTACK: Compromised agent attacking AGENT-AC01
2026-04-29 18:45:43,536 | Agent: AGENT-DR01 | Status: UNAUTHORIZED | SUPPLY CHAIN ATTACK: Compromised agent attacking AGENT-FA01
2026-04-29 18:45:43,945 | Agent: AGENT-DR01 | Status: UNAUTHORIZED | Supply chain exfiltration: 180MB stolen through trusted channel
2026-04-29 18:45:44,041 | Agent: AGENT-FA01 | Status: UNAUTHORIZED | Insider threat round 1: 3MB slowly exfiltrated
2026-04-29 18:45:44,485 | Agent: AGENT-FA01 | Status: UNAUTHORIZED | Insider threat round 2: 6MB slowly exfiltrated
2026-04-29 18:45:44,887 | Agent: AGENT-FA01 | Status: UNAUTHORIZED | Insider threat round 3: 9MB slowly exfiltrated
2026-04-29 18:45:45,295 | Agent: AGENT-FA01 | Status: UNAUTHORIZED | Insider threat round 4: 12MB slowly exfiltrated
2026-04-29 18:45:48,084 | Agent: QUANTUM-ATTACKER-01 | Status: UNAUTHORIZED | AES-128 security analysis: Quantum reduces security to 64-bit equivalent
2026-04-29 18:45:48,387 | Agent: QUANTUM-ATTACKER-01 | Status: UNAUTHORIZED | Quantum attack intercepted AGENT-DR01 communication
2026-04-29 18:45:48,689 | Agent: QUANTUM-ATTACKER-01 | Status: UNAUTHORIZED | Quantum attack intercepted AGENT-AC01 communication
2026-04-29 18:45:48,992 | Agent: QUANTUM-ATTACKER-01 | Status: UNAUTHORIZED | Quantum attack intercepted AGENT-FA01 communication
2026-04-29 19:14:11,853 | Agent: AGENT-DR01 | Status: SUCCESS | Data fetched from backend: {'status': 'success', 'agent': 'AGENT-DR01', 'data': 'Agent data fetched successfully'}
2026-04-29 19:14:17,744 | Agent: AGENT-AC01 | Status: SUCCESS | API call to /agent/task - Response: {'status': 'success', 'agent': 'AGENT-AC01', 'task': 'Task assigned successfully'}
2026-04-29 19:14:23,439 | Agent: AGENT-FA01 | Status: SUCCESS | File access request for user_data.csv - Backend response: {'status': 'success', 'agent': 'AGENT-FA01', 'task': 'Task assigned successfully'}
2026-04-29 19:14:24,440 | Agent: AGENT-HACK01 | Status: UNAUTHORIZED | Attempted to read data - ACCESS DENIED
2026-04-29 19:14:24,941 | Agent: AGENT-HACK02 | Status: UNAUTHORIZED | Attempted API call to /agent/task - BLOCKED
2026-04-29 19:14:30,239 | Agent: AGENT-DR01 | Status: SUCCESS | Data fetched from backend: {'status': 'success', 'agent': 'AGENT-DR01', 'data': 'Agent data fetched successfully'}
2026-04-29 19:14:30,239 | Agent: AGENT-HACK01 | Status: UNAUTHORIZED | Attempted to read data - ACCESS DENIED
2026-04-29 19:14:34,750 | Agent: AGENT-AC01 | Status: SUCCESS | API call to /agent/data - Response: {'status': 'success', 'agent': 'AGENT-AC01', 'data': 'Agent data fetched successfully'}
2026-04-29 19:14:34,751 | Agent: AGENT-HACK02 | Status: UNAUTHORIZED | Attempted API call to /agent/data - BLOCKED
2026-04-29 19:14:35,427 | NumExpr defaulting to 8 threads.
2026-04-29 19:14:38,551 | Agent: ATTACKER-BF01 | Status: UNAUTHORIZED | Brute force attempt 1/10 on AGENT-DR01 with 'password'
2026-04-29 19:14:38,652 | Agent: ATTACKER-BF01 | Status: UNAUTHORIZED | Brute force attempt 2/10 on AGENT-DR01 with '123456'
2026-04-29 19:14:38,753 | Agent: ATTACKER-BF01 | Status: UNAUTHORIZED | Brute force attempt 3/10 on AGENT-DR01 with 'admin'
2026-04-29 19:14:38,854 | Agent: ATTACKER-BF01 | Status: UNAUTHORIZED | Brute force attempt 4/10 on AGENT-DR01 with 'secret'
2026-04-29 19:14:38,955 | Agent: ATTACKER-BF01 | Status: UNAUTHORIZED | Brute force attempt 5/10 on AGENT-DR01 with 'qwerty'
2026-04-29 19:14:39,056 | Agent: ATTACKER-BF01 | Status: UNAUTHORIZED | Brute force attempt 6/10 on AGENT-DR01 with 'letmein'
2026-04-29 19:14:39,156 | Agent: ATTACKER-BF01 | Status: UNAUTHORIZED | Brute force attempt 7/10 on AGENT-DR01 with 'monkey'
2026-04-29 19:14:39,257 | Agent: ATTACKER-BF01 | Status: UNAUTHORIZED | Brute force attempt 8/10 on AGENT-DR01 with 'dragon'
2026-04-29 19:14:39,358 | Agent: ATTACKER-BF01 | Status: UNAUTHORIZED | Brute force attempt 9/10 on AGENT-DR01 with 'master'
2026-04-29 19:14:39,459 | Agent: ATTACKER-BF01 | Status: UNAUTHORIZED | Brute force attempt 10/10 on AGENT-DR01 with 'abc123'
2026-04-29 19:14:39,640 | Agent: ATTACKER-DE01 | Status: UNAUTHORIZED | Exfiltrating data from user_database — 150MB stolen
2026-04-29 19:14:39,741 | Agent: ATTACKER-DE01 | Status: UNAUTHORIZED | Exfiltrating data from financial_records — 200MB stolen
2026-04-29 19:14:39,842 | Agent: ATTACKER-DE01 | Status: UNAUTHORIZED | Exfiltrating data from secret_keys — 100MB stolen
2026-04-29 19:14:39,943 | Agent: ATTACKER-DE01 | Status: UNAUTHORIZED | Exfiltrating data from admin_data — 180MB stolen
2026-04-29 19:14:40,132 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 1 to /api/users
2026-04-29 19:14:40,137 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 2 to /api/users
2026-04-29 19:14:40,143 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 3 to /api/users
2026-04-29 19:14:40,148 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 4 to /api/users
2026-04-29 19:14:40,154 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 5 to /api/users
2026-04-29 19:14:40,160 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 6 to /api/users
2026-04-29 19:14:40,165 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 7 to /api/users
2026-04-29 19:14:40,171 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 8 to /api/users
2026-04-29 19:14:40,177 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 9 to /api/users
2026-04-29 19:14:40,182 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 10 to /api/users
2026-04-29 19:14:40,188 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 11 to /api/users
2026-04-29 19:14:40,194 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 12 to /api/users
2026-04-29 19:14:40,200 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 13 to /api/users
2026-04-29 19:14:40,205 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 14 to /api/users
2026-04-29 19:14:40,211 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 15 to /api/users
2026-04-29 19:14:40,217 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 16 to /api/users
2026-04-29 19:14:40,222 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 17 to /api/users
2026-04-29 19:14:40,228 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 18 to /api/users
2026-04-29 19:14:40,234 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 19 to /api/users
2026-04-29 19:14:40,240 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 20 to /api/users
2026-04-29 19:14:40,245 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 21 to /api/users
2026-04-29 19:14:40,251 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 22 to /api/users
2026-04-29 19:14:40,257 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 23 to /api/users
2026-04-29 19:14:40,262 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 24 to /api/users
2026-04-29 19:14:40,268 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 25 to /api/users
2026-04-29 19:14:40,274 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 26 to /api/users
2026-04-29 19:14:40,280 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 27 to /api/users
2026-04-29 19:14:40,285 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 28 to /api/users
2026-04-29 19:14:40,291 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 29 to /api/users
2026-04-29 19:14:40,297 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 30 to /api/users
2026-04-29 19:14:40,303 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 31 to /api/users
2026-04-29 19:14:40,309 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 32 to /api/users
2026-04-29 19:14:40,315 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 33 to /api/users
2026-04-29 19:14:40,320 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 34 to /api/users
2026-04-29 19:14:40,326 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 35 to /api/users
2026-04-29 19:14:40,331 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 36 to /api/users
2026-04-29 19:14:40,337 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 37 to /api/users
2026-04-29 19:14:40,343 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 38 to /api/users
2026-04-29 19:14:40,348 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 39 to /api/users
2026-04-29 19:14:40,355 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 40 to /api/users
2026-04-29 19:14:40,360 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 41 to /api/users
2026-04-29 19:14:40,366 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 42 to /api/users
2026-04-29 19:14:40,372 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 43 to /api/users
2026-04-29 19:14:40,378 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 44 to /api/users
2026-04-29 19:14:40,383 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 45 to /api/users
2026-04-29 19:14:40,389 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 46 to /api/users
2026-04-29 19:14:40,394 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 47 to /api/users
2026-04-29 19:14:40,400 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 48 to /api/users
2026-04-29 19:14:40,406 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 49 to /api/users
2026-04-29 19:14:40,412 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 50 to /api/users
2026-04-29 19:14:40,417 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 51 to /api/users
2026-04-29 19:14:40,423 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 52 to /api/users
2026-04-29 19:14:40,428 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 53 to /api/users
2026-04-29 19:14:40,434 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 54 to /api/users
2026-04-29 19:14:40,440 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 55 to /api/users
2026-04-29 19:14:40,446 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 56 to /api/users
2026-04-29 19:14:40,452 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 57 to /api/users
2026-04-29 19:14:40,457 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 58 to /api/users
2026-04-29 19:14:40,463 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 59 to /api/users
2026-04-29 19:14:40,469 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 60 to /api/users
2026-04-29 19:14:40,474 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 61 to /api/users
2026-04-29 19:14:40,480 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 62 to /api/users
2026-04-29 19:14:40,486 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 63 to /api/users
2026-04-29 19:14:40,492 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 64 to /api/users
2026-04-29 19:14:40,498 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 65 to /api/users
2026-04-29 19:14:40,503 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 66 to /api/users
2026-04-29 19:14:40,509 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 67 to /api/users
2026-04-29 19:14:40,515 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 68 to /api/users
2026-04-29 19:14:40,522 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 69 to /api/users
2026-04-29 19:14:40,527 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 70 to /api/users
2026-04-29 19:14:40,533 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 71 to /api/users
2026-04-29 19:14:40,539 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 72 to /api/users
2026-04-29 19:14:40,544 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 73 to /api/users
2026-04-29 19:14:40,550 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 74 to /api/users
2026-04-29 19:14:40,556 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 75 to /api/users
2026-04-29 19:14:40,561 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 76 to /api/users
2026-04-29 19:14:40,568 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 77 to /api/users
2026-04-29 19:14:40,573 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 78 to /api/users
2026-04-29 19:14:40,579 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 79 to /api/users
2026-04-29 19:14:40,585 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 80 to /api/users
2026-04-29 19:14:40,591 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 81 to /api/users
2026-04-29 19:14:40,597 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 82 to /api/users
2026-04-29 19:14:40,603 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 83 to /api/users
2026-04-29 19:14:40,609 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 84 to /api/users
2026-04-29 19:14:40,614 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 85 to /api/users
2026-04-29 19:14:40,620 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 86 to /api/users
2026-04-29 19:14:40,626 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 87 to /api/users
2026-04-29 19:14:40,631 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 88 to /api/users
2026-04-29 19:14:40,637 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 89 to /api/users
2026-04-29 19:14:40,643 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 90 to /api/users
2026-04-29 19:14:40,648 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 91 to /api/users
2026-04-29 19:14:40,654 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 92 to /api/users
2026-04-29 19:14:40,660 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 93 to /api/users
2026-04-29 19:14:40,666 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 94 to /api/users
2026-04-29 19:14:40,671 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 95 to /api/users
2026-04-29 19:14:40,677 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 96 to /api/users
2026-04-29 19:14:40,683 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 97 to /api/users
2026-04-29 19:14:40,688 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 98 to /api/users
2026-04-29 19:14:40,694 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 99 to /api/users
2026-04-29 19:14:40,700 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 100 to /api/users
2026-04-29 19:14:40,705 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 101 to /api/users
2026-04-29 19:14:40,711 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 102 to /api/users
2026-04-29 19:14:40,717 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 103 to /api/users
2026-04-29 19:14:40,723 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 104 to /api/users
2026-04-29 19:14:40,729 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 105 to /api/users
2026-04-29 19:14:40,734 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 106 to /api/users
2026-04-29 19:14:40,740 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 107 to /api/users
2026-04-29 19:14:40,746 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 108 to /api/users
2026-04-29 19:14:40,751 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 109 to /api/users
2026-04-29 19:14:40,757 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 110 to /api/users
2026-04-29 19:14:40,763 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 111 to /api/users
2026-04-29 19:14:40,769 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 112 to /api/users
2026-04-29 19:14:40,774 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 113 to /api/users
2026-04-29 19:14:40,780 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 114 to /api/users
2026-04-29 19:14:40,786 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 115 to /api/users
2026-04-29 19:14:40,791 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 116 to /api/users
2026-04-29 19:14:40,797 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 117 to /api/users
2026-04-29 19:14:40,803 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 118 to /api/users
2026-04-29 19:14:40,809 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 119 to /api/users
2026-04-29 19:14:40,814 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 120 to /api/users
2026-04-29 19:14:40,820 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 121 to /api/users
2026-04-29 19:14:40,826 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 122 to /api/users
2026-04-29 19:14:40,832 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 123 to /api/users
2026-04-29 19:14:40,837 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 124 to /api/users
2026-04-29 19:14:40,843 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 125 to /api/users
2026-04-29 19:14:40,849 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 126 to /api/users
2026-04-29 19:14:40,855 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 127 to /api/users
2026-04-29 19:14:40,861 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 128 to /api/users
2026-04-29 19:14:40,866 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 129 to /api/users
2026-04-29 19:14:40,872 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 130 to /api/users
2026-04-29 19:14:40,878 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 131 to /api/users
2026-04-29 19:14:40,883 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 132 to /api/users
2026-04-29 19:14:40,889 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 133 to /api/users
2026-04-29 19:14:40,895 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 134 to /api/users
2026-04-29 19:14:40,901 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 135 to /api/users
2026-04-29 19:14:40,907 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 136 to /api/users
2026-04-29 19:14:40,912 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 137 to /api/users
2026-04-29 19:14:40,918 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 138 to /api/users
2026-04-29 19:14:40,924 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 139 to /api/users
2026-04-29 19:14:40,930 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 140 to /api/users
2026-04-29 19:14:40,936 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 141 to /api/users
2026-04-29 19:14:40,942 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 142 to /api/users
2026-04-29 19:14:40,947 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 143 to /api/users
2026-04-29 19:14:40,953 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 144 to /api/users
2026-04-29 19:14:40,959 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 145 to /api/users
2026-04-29 19:14:40,965 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 146 to /api/users
2026-04-29 19:14:40,970 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 147 to /api/users
2026-04-29 19:14:40,977 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 148 to /api/users
2026-04-29 19:14:40,983 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 149 to /api/users
2026-04-29 19:14:40,988 | Agent: ATTACKER-AF01 | Status: UNAUTHORIZED | Flooding request 150 to /api/users
2026-04-29 19:14:41,067 | Agent: ATTACKER-PE01 | Status: UNAUTHORIZED | Unauthorized access attempt to restricted endpoint: /admin/users
2026-04-29 19:14:41,168 | Agent: ATTACKER-PE01 | Status: UNAUTHORIZED | Unauthorized access attempt to restricted endpoint: /admin/settings
2026-04-29 19:14:41,269 | Agent: ATTACKER-PE01 | Status: UNAUTHORIZED | Unauthorized access attempt to restricted endpoint: /admin/delete
2026-04-29 19:14:41,370 | Agent: ATTACKER-PE01 | Status: UNAUTHORIZED | Unauthorized access attempt to restricted endpoint: /admin/secrets
2026-04-29 19:14:41,471 | Agent: ATTACKER-PE01 | Status: UNAUTHORIZED | Unauthorized access attempt to restricted endpoint: /admin/keys
2026-04-29 19:14:41,571 | Agent: ATTACKER-PE01 | Status: UNAUTHORIZED | Unauthorized access attempt to restricted endpoint: /admin/database
2026-04-29 19:14:41,672 | Agent: ATTACKER-PE01 | Status: UNAUTHORIZED | Unauthorized access attempt to restricted endpoint: /root/access
2026-04-29 19:14:41,774 | Agent: ATTACKER-PE01 | Status: UNAUTHORIZED | Unauthorized access attempt to restricted endpoint: /system/config
2026-04-29 19:14:41,978 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Brute force attempt 1/8 on AGENT-DR01 with 'password'
2026-04-29 19:14:42,079 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Brute force attempt 2/8 on AGENT-DR01 with '123456'
2026-04-29 19:14:42,180 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Brute force attempt 3/8 on AGENT-DR01 with 'admin'
2026-04-29 19:14:42,281 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Brute force attempt 4/8 on AGENT-DR01 with 'secret'
2026-04-29 19:14:42,381 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Brute force attempt 5/8 on AGENT-DR01 with 'qwerty'
2026-04-29 19:14:42,482 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Brute force attempt 6/8 on AGENT-DR01 with 'letmein'
2026-04-29 19:14:42,583 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Brute force attempt 7/8 on AGENT-DR01 with 'monkey'
2026-04-29 19:14:42,684 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Brute force attempt 8/8 on AGENT-DR01 with 'dragon'
2026-04-29 19:14:42,897 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Unauthorized access attempt to restricted endpoint: /admin/users
2026-04-29 19:14:42,998 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Unauthorized access attempt to restricted endpoint: /admin/secrets
2026-04-29 19:14:43,099 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Unauthorized access attempt to restricted endpoint: /root/access
2026-04-29 19:14:43,199 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Unauthorized access attempt to restricted endpoint: /system/config
2026-04-29 19:14:43,419 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Exfiltrating data from user_database — 200MB stolen
2026-04-29 19:14:43,519 | Agent: APT-ATTACKER-01 | Status: UNAUTHORIZED | Exfiltrating data from financial_records — 300MB stolen
